stock_name,symbol,company_name,mc_link,description,sector,updated_by
ONGC,ONGC,Oil and Natural Gas Corporation,https://www.moneycontrol.com/india/stockpricequote/oil-drillingexploration/oilnaturalgascorporation/ONG,"Oil & Natural Gas Corporation Ltd was originated in the year of 1956 as a private sector company. Later, in the year 1993 the company was came to known as Public Sector Company. ONGC`s habitual activities deals with exploration, development and production of Crude Oil, Natural Gas, LPG and some other value added petroleum products such as NGL, C2-C3, Aromatic Rich Naphtha and Kerosene. Company is going along with two of its folds namely ONGC Videsh Limited (OVL) and Manglore Refinery & Petrochemicals Limited (MRPL) and ten of Joint Ventures/Associates. More than half century survival in oil and gas industry is a record of work by Oil and Natural Gas Corporation Limited (ONG","OIL DRILLING AND EXPLORATION",Yash
